"year","country","school_id","student_id","mother_educ","father_educ","gender","computer","internet","math","read","science","stu_wgt","desk","room","dishwasher","television","computer_n","car","book","wealth","escs"
"2018","AUS","3600437","3620824","ISCED 3A","ISCED 2","female","yes","yes",452.026,474.418,419.301,24.88231,"yes","yes",,"2","1","2","11-25",-0.396,-0.6853
"2018","AUS","3600520","3612665","ISCED 3A","ISCED 2","female","yes","yes",640.13,588.816,578.529,21.78969,"yes","yes",,"3+","3+","2","26-100",0.6998,-0.2509
"2018","AUS","3600090","3619185","ISCED 1","ISCED 2","female","yes","yes",384.185,388.596,420.561,24.27108,"yes","yes",,"3+","2","2","11-25",-0.2264,-1.6543
"2018","AUS","3600619","3607813","ISCED 3A","ISCED 3A","female","yes","yes",554.217,609.39,552.52,14.39242,"yes","yes",,"3+","3+","2","26-100",0.6797,0.8312
"2018","AUS","3600752","3617744","ISCED 3A","ISCED 3A","male","yes","yes",481.888,517.613,493.269,12.74684,"yes","yes",,"3+","3+","2","201-500",0.9352,1.2561
"2018","AUS","3600062","3607487","ISCED 3A","ISCED 3A","female","yes","yes",378.853,436.596,382.119,11.89211,"yes","yes",,"3+","3+","3+","26-100",1.8066,0.7685
"2018","AUS","3600303","3612419","ISCED 3B, C","ISCED 2","female","yes","yes",463.505,540.467,444.774,6.21417,"yes","yes",,"3+","3+","3+","26-100",0.8156,-0.1457
"2018","AUS","3600476","3604314","ISCED 3A","ISCED 3A","female","yes","yes",381.723,437.804,393.128,21.57655,"yes","yes",,"2","3+","3+","201-500",1.1665,1.6518
"2018","AUS","3600005","3606127",,,"female",,,468.552,463.288,487.04,6.57862,,,,,,,,,
"2018","AUS","3600744","3612026","ISCED 3A","ISCED 3A","male","yes","yes",465.102,605.29,577.988,18.40327,"yes","yes",,"2","3+","1","101-200",-0.2263,0.8268
"2018","AUS","3600472","3615637","ISCED 3A","ISCED 3A","female","yes","yes",618.43,673.62,637.502,18.96385,"yes","yes",,"2","3+","2","more than 500",1.3315,1.8616
"2018","AUS","3600149","3609632","ISCED 3B, C","ISCED 2","female","yes","yes",537.109,588.112,526.639,23.15246,"yes","yes",,"3+","3+","3+","0-10",1.8066,-0.0015
"2018","AUS","3600605","3601223","ISCED 2","ISCED 2","female","yes","yes",411.673,391.49,396.086,8.05122,"yes","yes",,"3+","2",,"26-100",0.6276,-0.3467
"2018","AUS","3600387","3621308","ISCED 2","ISCED 2","female","yes","yes",504.035,490.801,530.543,20.34545,"yes","yes",,"1","3+","1","0-10",-0.2323,-0.2938
"2018","AUS","3600496","3620187","ISCED 3A","ISCED 3A","female","yes","yes",508.435,469.643,437.105,22.173,"yes","yes",,"3+","3+","2","more than 500",0.3015,1.137
"2018","AUS","3600555","3603880","ISCED 3B, C","ISCED 3A","female","yes","yes",599.551,674.9,689.978,32.36827,"yes","yes",,"3+","2","3+","26-100",0.7335,0.1436
"2018","AUS","3600629","3621353","ISCED 3A","ISCED 3A","male","yes","yes",528.445,446.601,518.401,22.73652,"yes","yes",,"2","3+","2","26-100",0.1017,1.0414
"2018","AUS","3600399","3620610","ISCED 3A","ISCED 3A","female","yes","yes",343.047,352.957,286.819,8.11706,"yes","yes",,"3+","2","3+","101-200",0.8552,0.2801
"2018","AUS","3600540","3622571","ISCED 2","ISCED 3A","male","yes","yes",662.614,673.303,631.289,21.65994,"yes","yes",,"2","3+","2","26-100",-0.0999,1.2083
"2018","AUS","3600066","3607551","ISCED 3A","ISCED 3A","female","yes","yes",762.081,678.919,729.322,22.06813,"yes","yes",,"1","3+","1","101-200",0.0443,0.6667
"2018","AUS","3600157","3608378","ISCED 3A","ISCED 3A","male","yes","yes",453.946,588.36,531.318,5.84237,"yes","no",,"3+","3+","3+","201-500",0.8363,1.3456
"2018","AUS","3600321","3618901","ISCED 3A","ISCED 3A","female","yes","yes",447.691,387.198,395.982,23.5774,"yes","yes",,"2","3+","2","101-200",0.614,-0.5192
"2018","AUS","3600692","3610836","ISCED 3A","ISCED 1","female","yes","yes",431.635,438.995,390.496,26.48031,"yes","yes",,"2","1","3+","11-25",-0.1318,0.5391
"2018","AUS","3600621","3621833","ISCED 3A","ISCED 3A","male","yes","yes",549.913,395.955,463.16,23.44313,"yes","yes",,"3+","2","2","26-100",1.0339,0.1712
"2018","AUS","3600047","3607229",,,"male",,,481.774,435.283,465.565,16.46672,,,,,,,,,
"2018","AUS","3600298","3619353","ISCED 3B, C","ISCED 2","female","yes","yes",439.515,415.453,425.907,34.29036,"yes","yes",,"1","2","3+","101-200",0.1023,0.0918
"2018","AUS","3600520","3619975","ISCED 3B, C","ISCED 2","female","yes","no",594.402,645.517,662.913,21.78969,"yes","yes",,"3+","3+","3+","more than 500",0.8765,0.6349
"2018","AUS","3600664","3609068","ISCED 3A","ISCED 2","male","no","yes",501.456,474.492,517.261,21.3091,"no","yes",,"3+","2",,"11-25",0.5146,-0.8504
"2018","AUS","3600427","3613482","ISCED 3A","ISCED 3A","female","yes","yes",528.86,499.813,592.492,27.58757,"yes","yes",,"2","2","3+","26-100",0.9897,-0.2706
"2018","AUS","3600304","3620258","ISCED 2","ISCED 2","female","yes","yes",464.589,525.559,463.417,6.05127,"no","yes",,"3+","3+","2","101-200",0.7709,-0.8533
"2018","AUS","3600135","3600099","ISCED 3A","ISCED 3A","male","yes","yes",558.893,544.222,524.419,14.55561,"yes","yes",,,"3+","2","11-25",0.0944,0.6174
"2018","AUS","3600387","3613495","ISCED 3A","ISCED 2","female","yes","yes",440.994,492.446,421.935,20.34545,"yes","yes",,"3+","3+","2","201-500",0.7709,1.1855
"2018","AUS","3600576","3620156","ISCED 3A","ISCED 3A","male","yes","yes",646.058,633.31,643.267,12.67611,"no","yes",,"1","3+","3+","11-25",1.0574,-0.24
"2018","AUS","3600300","3604907","ISCED 2","ISCED 1","female","yes","yes",658.307,620.555,671.696,23.13156,"no","yes",,"1","3+","3+","26-100",0.8159,-0.3236
"2018","AUS","3600231","3610869","ISCED 3A","ISCED 3A","female","no","yes",435.926,450.27,454.21,10.66513,"yes","no",,"3+","2","3+","26-100",0.6541,0.0906
"2018","AUS","3600473","3603868","ISCED 3A","ISCED 3A","male","yes","yes",667.879,636.447,632.446,17.58151,"yes","yes",,"0","3+","2","101-200",-0.0042,-0.5208
"2018","AUS","3600662","3612416","ISCED 3A","ISCED 3A","female","yes","yes",683.056,634.492,692.439,19.80803,"yes","yes",,"2","3+","2","101-200",1.2917,1.3878
"2018","AUS","3600023","3622096","ISCED 2","ISCED 3A","female","yes","yes",529.965,546.664,516.994,9.34364,"yes","yes",,"3+","3+","2","11-25",0.7352,-0.6177
"2018","AUT","4000206","4007479","ISCED 3A","ISCED 3A","female","yes","yes",706.806,687.103,688.292,11.96265,"yes","yes",,"3+","3+","2","201-500",1.171,1.4753
"2018","AUT","4000101","4006490","ISCED 3B, C","ISCED 3A","female","yes","yes",568.609,632.841,589.488,5.88394,"yes","yes",,"2","2","1","101-200",-0.5943,-0.0857
"2018","AUT","4000021","4003313","ISCED 3B, C","ISCED 3B, C","male","yes","yes",562.768,508.952,540.56,7.83411,"yes","yes",,"3+","3+","2","26-100",0.9852,0.4045
"2018","AUT","4000227","4002115","ISCED 3A","ISCED 3A","male","yes","yes",620.451,529.137,573.03,6.97059,"yes","yes",,"3+","3+","3+","26-100",0.4485,-0.1576
"2018","AUT","4000084","4007738","ISCED 3A","ISCED 3A","male","yes","yes",453.269,541.776,607.439,14.42312,"yes","yes",,"1","3+","1","101-200",-0.6053,0.408
"2018","AUT","4000043","4004106","ISCED 3B, C","ISCED 3A","male","yes","yes",550.51,538.646,533.758,12.67916,"yes","yes",,"1","3+","3+","101-200",0.2782,0.5226
"2018","AUT","4000072","4003741","ISCED 3A","ISCED 3A","female","yes","yes",316.028,345.14,342.773,8.38233,"yes","no",,"1","1","1","201-500",-1.0723,-0.6893
"2018","AUT","4000039","4002557","ISCED 3B, C","ISCED 3B, C","female","yes","yes",512.084,494.55,484.128,4.92055,"yes","no",,"2","1","2","11-25",-0.5989,-0.6431
"2018","AUT","4000105","4002826","ISCED 3A","ISCED 3B, C","male","no","yes",576.145,559.498,609.594,5.69136,"yes","yes",,"1","2","1","101-200",-0.6456,0.6948
"2018","AUT","4000018","4002807","ISCED 3A",,"female","yes","yes",584.986,542.1,608.323,14.19193,"yes","yes",,"1","2","1","101-200",-0.9506,-0.0492
"2018","AUT","4000215","4007687","ISCED 3B, C","ISCED 3B, C","female","yes","yes",510.591,531.437,536.346,12.30231,"yes","yes",,"3+","3+","2","26-100",0.8842,0.3019
"2018","AUT","4000059","4005874","ISCED 3B, C","ISCED 3A","male","yes","yes",560.995,469.302,440.813,8.47619,"yes","no",,"2","3+","1","201-500",-0.0125,0.842
"2018","AUT","4000292","4004828",,,"male","yes","yes",415.1,334.896,402.412,10.2432,"yes","yes",,"3+","3+","3+","201-500",0.8474,-0.5971
"2018","AUT","4000088","4003506","ISCED 3B, C","ISCED 3B, C","male","yes","yes",548.581,498.793,535.183,10.20606,"yes","yes",,"3+","2","2","101-200",0.6197,-0.0744
"2018","AUT","4000163","4000151","ISCED 3B, C","ISCED 3A","female","yes","yes",599.223,573.554,602.134,15.06461,"yes","yes",,"2","3+","3+","101-200",1.2165,-0.0164
"2018","AUT","4000028","4000247","ISCED 3B, C","ISCED 3B, C","female","yes","yes",536.33,529.122,542.499,6.44762,"yes","yes",,"3+","2","3+","26-100",0.7211,-0.1288
"2018","AUT","4000143","4005116","ISCED 3B, C","ISCED 3B, C","female","yes","yes",380.484,404.36,386.178,2.92477,"yes","yes",,"3+","3+","3+","0-10",1.2986,-0.4953
"2018","AUT","4000067","4002507","ISCED 3A","ISCED 3B, C","female","yes","yes",454.32,514.802,452.458,19.07181,"yes","yes",,"1","3+","3+","201-500",-0.5247,0.1178
"2018","AUT","4000237","4007189","ISCED 3B, C","ISCED 3B, C","female","yes","yes",487.662,470.365,531.326,10.9053,"yes","yes",,"3+","2","2","11-25",-0.0543,-1.017
"2018","AUT","4000161","4007735",,,"male","yes","yes",584.945,491.124,505.677,18.73135,"no","yes",,"3+","3+","3+","more than 500",1.2246,
"2018","AUT","4000264","4002587","ISCED 3B, C","ISCED 3B, C","male","yes","yes",445.067,478.899,472.194,14.85156,"yes","yes",,"3+","2","2","11-25",0.0818,-0.4791
"2018","AUT","4000097","4003241","ISCED 1","ISCED 1","female","yes","yes",397.719,527.711,538.509,5.41036,"yes","yes",,"2","2","1","101-200",-0.2375,-1.4886
"2018","AUT","4000132","4006019","ISCED 3B, C","ISCED 3A","male","yes","yes",563.466,562.806,581.122,4.48525,"yes","yes",,"3+","3+","3+","101-200",1.7217,0.4276
"2018","AUT","4000269","4005445","ISCED 3B, C","ISCED 3A","male","yes","yes",608.727,574.043,645.219,14.01763,"yes","yes",,"3+","3+","2","201-500",0.6644,0.9234
"2018","AUT","4000185","4007810","ISCED 3B, C","ISCED 3B, C","female","yes","yes",505.7,454.236,461.388,6.47958,"yes","yes",,"3+","3+","3+","201-500",0.9321,-0.168
"2018","AUT","4000246","4002367","ISCED 3A","ISCED 3A","female","yes","yes",452.635,467.725,420.019,3.85404,"yes","yes",,"3+","3+","3+","201-500",1.1493,0.1173
"2018","AUT","4000244","4004654","ISCED 3A","ISCED 3A","female","yes","yes",479.306,589.186,526.188,14.00227,"yes","yes",,"2","2","1","101-200",-0.2375,0.8383
"2018","AUT","4000288","4002373","ISCED 3B, C","ISCED 3B, C","female","yes","yes",513.844,540.233,491.399,12.91765,"yes","yes",,"3+","3+","3+","26-100",1.7217,0.6737
"2018","AUT","4000081","4005349","ISCED 3A","ISCED 3B, C","female","yes","yes",492.527,491.091,465.243,7.93567,"yes","yes",,"1","3+","2","101-200",0.395,0.709
"2018","AUT","4000231","4006760","ISCED 3B, C","ISCED 3B, C","male","yes","yes",411.998,428.499,418.793,10.71075,"yes","yes",,"3+","3+",,"11-25",0.1853,0.4235
"2018","AUT","4000199","4005015","ISCED 3A","ISCED 2","female","yes","yes",509.959,482.621,494.993,1.04,"yes","yes",,"1","1","2","26-100",-1.1528,0.7373
"2018","AUT","4000246","4006123","ISCED 3A","ISCED 3B, C","male","yes","yes",560.632,588.671,602.955,4.2456,"yes","yes",,"3+","3+","2","26-100",0.7622,0.3146
"2018","AUT","4000290","4000743","ISCED 2","ISCED 3B, C","female","yes","yes",607.125,688.077,614.656,12.66885,"yes","no",,"3+","2","1","26-100",-0.3273,-1.0423
"2018","AUT","4000071","4001244","ISCED 3A","ISCED 3A","male","yes","yes",588.712,630.7,617.688,30.40541,"yes","yes",,"0","2","1","101-200",-1.1151,0.8784
"2018","AUT","4000281","4004796","ISCED 2","ISCED 2","female","yes","yes",477.766,485.522,444.811,6.5544,"yes","yes",,"3+","3+","1","26-100",1.001,-0.2574
"2018","AUT","4000186","4004556","ISCED 3B, C","ISCED 3A","female","no","yes",581.187,467.207,465.363,6.21131,"no","yes",,"3+","2","2","11-25",0.2753,-0.695
"2018","AUT","4000300","4004168","ISCED 3A","ISCED 3B, C","female","yes","yes",560.655,533.551,580.326,11.30837,"yes","yes",,"1","2","2","101-200",-0.742,-0.4323
"2018","AUT","4000293","4003740","ISCED 3A","ISCED 2","male","yes",,318.561,303.014,289.786,12.46481,"yes","yes",,"2","1","2","11-25",-1.0265,0.6038
"2018","AUT","4000043","4007699","less than ISCED1","less than ISCED1","male","no","yes",279.846,279.041,355.804,11.28178,"yes","yes",,"1","2","0","0-10",-1.1672,-3.7739
"2018","AUT","4000158","4000517","ISCED 3A","ISCED 3A","male","yes","yes",507.031,440.202,532.828,1.00917,"yes","yes",,"3+","3+","2","201-500",1.944,1.9396
"2018","AUT","4000057","4001520","ISCED 3B, C","ISCED 3B, C","male","yes","yes",474.12,395.394,405.413,13.08402,"yes","yes",,"1","3+","2","0-10",-0.2673,-0.9497
"2018","AUT","4000155","4005214","ISCED 3A","ISCED 3A","male","yes","yes",803.15,685.529,664.447,12.90672,"yes","yes",,"1","1","1","201-500",-0.4401,0.6345
"2018","AUT","4000168","4001239","ISCED 3B, C","ISCED 3B, C","female","yes","yes",542.912,526.6,478.178,6.41894,"yes","yes",,"1","2","1","101-200",-1.1718,0.3229
"2018","AUT","4000038","4001172","ISCED 3B, C",,"female","yes","yes",414.858,477.086,521.061,16.37243,"yes","yes",,"2","3+","1","11-25",-0.3125,-1.0806
"2018","AUT","4000126","4005154","ISCED 3B, C","ISCED 3B, C","female","no","yes",309.597,313.133,254.389,6.34375,"no","yes",,"3+","3+","3+","11-25",1.1041,-0.5417
"2018","AUT","4000259","4000918","ISCED 3B, C","ISCED 3B, C","female","no","yes",399.297,390.362,379.002,8.69278,"yes","no",,"1","1","1","26-100",-1.2039,-0.2879
"2018","AUT","4000119","4007850","ISCED 3B, C","ISCED 3B, C","female","yes","yes",521.228,504.357,460.907,28.15374,"yes","yes",,"3+","3+",,"11-25",1.0009,0.1841
"2018","AUT","4000171","4000655","ISCED 1","ISCED 3B, C","male","yes","yes",603.585,548.107,522.638,10.97165,"yes","no",,"2","1","1","26-100",-1.406,-0.8271
"2018","AUT","4000125","4002088","ISCED 3B, C","ISCED 3B, C","female","yes","yes",524.052,524.034,565.069,12.91195,"yes","yes",,"3+","2","0","26-100",0.0258,-0.264
"2018","AUT","4000213","4006726","ISCED 3B, C","ISCED 3B, C","male","yes","yes",422.857,317.689,332.722,13.89391,"yes","yes",,"3+","1","2","101-200",1.1553,-0.3457
"2018","BEL","5600169","5605708",,,"female","no","no",314.179,340.52,273.895,5.00663,"no","no",,,"0","0","0-10",-3.1885,
"2018","BEL","5600281","5600876","ISCED 3B, C","less than ISCED1","male","yes","yes",407.476,314.349,364.369,14.00875,"yes","yes",,"3+","3+","3+","0-10",1.477,0.9249
"2018","BEL","5600280","5606851","ISCED 3A","ISCED 3A","female","yes","yes",495.361,455.71,536.992,14.12315,"yes","yes",,"2","2","2","26-100",-0.4971,-1.0257
"2018","BEL","5600077","5609632","ISCED 3A","less than ISCED1","female","yes","yes",420.729,399.831,368.222,14.16559,"yes","yes",,"2","2","2","101-200",-0.1561,-0.7299
"2018","BEL","5600175","5601068","ISCED 3A",,"male","yes","yes",434.091,455.316,511.332,7.83718,"yes","yes",,"3+","2","1","201-500",0.5225,0.1347
"2018","BEL","5600160","5601595","ISCED 3A","ISCED 3A","male","yes","yes",741.595,738.19,683.796,11.48547,"yes","yes",,"2","2","1","101-200",-0.4032,0.5109
"2018","BEL","5600159","5605288","ISCED 3A","ISCED 3A","male","yes","yes",530.67,509.44,557.843,15.17865,"yes","yes",,"2","3+","2","101-200",0.9888,0.6815
"2018","BEL","5600233","5601381","ISCED 3A","ISCED 3A","female","yes","yes",588.056,617.832,616.711,14.35042,"yes","yes",,"3+","3+","2","26-100",1.1737,0.9729
"2018","BEL","5600063","5608461","ISCED 3B, C","ISCED 3B, C","female","yes","yes",440.918,468.496,440.562,13.23319,"yes","yes",,"1","1","1","11-25",-1.3503,-0.7589
"2018","BEL","5600247","5603653","ISCED 3A","ISCED 3A","male","yes","yes",557.844,527.06,593.009,13.44695,"yes","yes",,"2","1","1","11-25",-0.5911,0.629
"2018","BEL","5600030","5602707","ISCED 3A","ISCED 3B, C","male","yes","yes",469.521,376.517,303.11,22.01376,"yes","yes",,"3+","3+","3+","26-100",0.7239,-0.0253
"2018","BEL","5600099","5600545","ISCED 3A","ISCED 3A","female","yes","yes",606.406,733.866,591.748,11.39998,"yes","yes",,"2","1","2","26-100",-0.8306,0.2644
"2018","BEL","5600122","5607508","ISCED 2","ISCED 3A","female","yes","yes",588.73,519.139,540.147,1.52739,"yes","yes",,"3+","2","2","11-25",-0.0685,-0.0815
"2018","BEL","5600121","5609160","ISCED 3B, C","ISCED 3A","male","yes","yes",559.481,558.371,537.277,13.29723,"yes","no",,"1","1","1","26-100",-1.6359,-1.0433
"2018","BEL","5600275","5603564","ISCED 3B, C","ISCED 2","male","yes","yes",505.653,463.24,468.685,17.99828,"yes","yes",,"2","3+","2","201-500",1.2302,0.2392
"2018","BEL","5600259","5602015","ISCED 3B, C","ISCED 3B, C","male","no","yes",471.492,501.718,497.451,14.29266,"yes","no",,"1","0","1","101-200",-1.4929,-1.5952
"2018","BEL","5600225","5600631","ISCED 3B, C","ISCED 3A","female","yes","yes",386.906,346.703,338.688,19.57008,"yes","yes",,"1","2","2","11-25",-0.6281,-0.4493
"2018","BEL","5600045","5609677","ISCED 3A","ISCED 3B, C","male","yes","yes",484.542,436.694,474.061,12.98332,"yes","yes",,"3+","3+","1","201-500",0.8041,1.3799
"2018","BEL","5600133","5600214","ISCED 3B, C","ISCED 3B, C","female","no","yes",566.959,596.966,569.994,13.32703,"yes","yes",,"3+","0","2","11-25",-0.1349,-0.8354
"2018","BEL","5600058","5600584","ISCED 3A","ISCED 3A","female","yes","yes",479.385,453.766,492.196,23.35097,"yes","no",,"1","3+","2","201-500",-0.1008,0.8956
"2018","BEL","5600136","5601481",,,"male","yes","yes",464.86,345.558,445.002,17.59237,"yes","yes",,"2","2","2","0-10",-0.1225,-0.1133
"2018","BEL","5600027","5600328",,"ISCED 3B, C","male","yes","yes",408.56,358.545,345.405,12.88719,"yes","yes",,,"1","0","0-10",-0.8718,-0.5349
"2018","BEL","5600136","5607941","ISCED 3B, C","ISCED 2","female","yes","yes",492.6,479.24,453.498,15.37982,"yes","no",,"2","2","0","101-200",-0.7909,-0.6769
"2018","BEL","5600008","5600336","ISCED 3A","ISCED 3B, C","male","yes","yes",582.105,512.494,557.355,17.00814,"yes","yes",,"3+","3+","2","0-10",0.6752,-0.0711
"2018","BEL","5600154","5600284","ISCED 3A","ISCED 3A","male","yes","yes",670.23,599.034,649.551,9.81519,"yes","yes",,"2","3+","2","201-500",0.6171,1.2997
"2018","BEL","5600079","5607217","ISCED 2","ISCED 2","female","yes","yes",462.945,448.511,481.218,10.80072,"yes","yes",,"1","1","1","26-100",-0.5277,-0.4763
"2018","BEL","5600101","5605767","ISCED 3A","ISCED 3A","male","yes","yes",582.645,624.187,571.559,16.58244,"yes","yes",,"2","2","2","0-10",-0.6725,0.438
"2018","BEL","5600146","5608018","less than ISCED1","less than ISCED1","male","no","yes",380.288,316.486,322.184,12.02717,"yes","yes",,"2","1","2","11-25",-0.4944,-2.652
"2018","BEL","5600217","5600259","ISCED 3A","ISCED 3B, C","male","yes","yes",521.11,554.454,558.527,13.37707,"yes","yes",,"1","3+","2","101-200",0.2691,0.6086
"2018","BEL","5600080","5600235","ISCED 3A","ISCED 3A","male","yes","yes",593.948,613.938,620.598,12.43143,"yes","yes",,"2","3+","2","26-100",0.4321,-0.0195
"2018","BEL","5600295","5607376","ISCED 3A","ISCED 2","female","yes","yes",485.229,491.682,467.199,17.65159,"yes","yes",,"3+","2","3+","101-200",0.5946,0.9088
"2018","BEL","5600296","5602534","ISCED 3A","ISCED 3A","male","yes","yes",565.217,569.528,554.844,11.60054,"yes","yes",,"3+","3+","1","201-500",0.2909,1.0673
"2018","BEL","5600264","5601965","ISCED 3A","ISCED 3B, C","female","no","yes",545.62,478.452,538.837,12.85398,"yes","no",,"3+","3+","3+","101-200",0.0558,0.1768
"2018","BEL","5600198","5608511","ISCED 3A","ISCED 3A","male","yes","yes",646.397,629.499,615.078,15.13625,"yes","yes",,"2","3+","1","26-100",0.0167,1.0202
"2018","BEL","5600114","5608867","ISCED 3B, C",,"female","no","yes",486.337,473.019,519.059,14.46134,"yes","yes",,"3+","3+",,"101-200",-0.1082,-0.9014
"2018","BEL","5600020","5609059","ISCED 3A","ISCED 3A","female","yes","yes",500.159,494.263,528.016,16.69313,"yes","yes",,"1","2","1","26-100",-0.5761,0.1905
"2018","BEL","5600075","5606619","ISCED 3B, C","ISCED 2","female","yes","yes",390.489,416.626,456.469,14.40734,"yes","yes",,"1","1","2","26-100",-1.6303,-0.9758
"2018","BEL","5600164","5602438","ISCED 3A","ISCED 3B, C","male","yes","yes",349.144,361.858,417.21,9.18969,"yes","yes",,"1","3+","1","101-200",0.0769,-0.1615
"2018","BEL","5600194","5607404","ISCED 3A","ISCED 3A","female","yes","yes",498.704,544.962,501.712,9.34913,"yes","yes",,"2","3+","2","26-100",0.3275,0.7851
"2018","BEL","5600051","5604284","ISCED 3A",,"female","yes","yes",290.822,287.945,339.348,14.42724,"yes","yes",,"3+","2","1","11-25",-0.1548,-1.1494
"2018","BEL","5600099","5602944","ISCED 3A","ISCED 3A","male","yes","yes",704.257,667.172,623.327,13.53747,"yes","yes",,"3+","3+","2","11-25",0.629,1.2032
